100000;116040
200000;215556,0345
300000;355239,7959
400000;445474,2268
500000;542274,0964
600000;630455,6962
700000;768225,6944
800000;872909,0909
900000;990225
1000000;1071607,143
1100000;1120050
1200000;1222277,778
1300000;1324589,623
1400000;1426990,385
1500000;1536234,94
1600000;1632080
1700000;1700000
1800000;1800000
1900000;1900000
2000000;2050125
3000000;3586829,268
4000000;4323387,097
